codigo_articulo,categoria,existencias_iniciales,total_entradas,total_salidas,existencias_actuales,tasa_rotacion,tiene_precio,tiene_proveedor,frecuencia_salidas,frecuencia_entradas,necesita_reposicion,origen
SINT0464,Fideos,39.0,2.0,2.09,38.91,0.051,0,0,3,6,0,sintetico
0633LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0638LI,Limpieza,0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,real
SINT0971,Limpieza,49.0,0.0,1.23,47.77,0.0251,1,0,3,4,0,sintetico
SINT0197,Fideos,5.0,1.0,1.82,3.95,0.3152,0,0,3,1,1,sintetico
SINT0438,Azucar,4.0,2.0,0.62,5.38,0.1033,0,0,3,5,0,sintetico
SINT0966,Limpieza,46.0,6.0,4.58,47.42,0.0881,0,0,1,2,0,sintetico
SINT0681,Menestras,6.0,4.0,1.57,8.43,0.157,0,1,3,5,0,sintetico
SINT0927,Azucar,15.0,0.0,0.89,13.79,0.0606,0,0,3,5,0,sintetico
SINT0623,"Condimentos, Salsas, cremas",24.0,10.0,3.77,30.23,0.1109,0,0,4,4,0,sintetico
SINT0053,Fideos,0.0,0.0,0.55,-0.55,0.0,0,1,5,3,1,sintetico
SINT0776,Fideos,7.0,6.0,2.77,10.23,0.2131,1,0,4,2,0,sintetico
SINT0138,"Condimentos, Salsas, cremas",4.0,0.0,0.46,3.46,0.1175,0,1,6,2,1,sintetico
SINT0184,Menestras,0.0,1.0,3.05,-2.05,3.05,0,0,4,1,1,sintetico
0651LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0629,"Condimentos, Salsas, cremas",30.0,5.0,2.36,32.64,0.0674,0,1,3,5,0,sintetico
0562LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0740,Azucar,9.0,6.0,2.28,12.72,0.152,0,1,3,2,0,sintetico
0583LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0285,Limpieza,0.0,1.0,1.24,-0.24,1.24,1,0,3,1,1,sintetico
SINT0620,Limpieza,11.0,0.0,1.3,9.7,0.1182,0,0,3,6,0,sintetico
SINT0793,Limpieza,14.0,6.0,1.83,18.17,0.0915,0,0,3,2,0,sintetico
0530VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0238,Harina,5.0,5.0,11.06,-1.06,1.106,0,0,11,1,1,sintetico
0546VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0758,"Condimentos, Salsas, cremas",31.0,0.0,0.13,30.87,0.0042,0,0,6,2,0,sintetico
SINT0543,Menestras,38.0,0.0,0.52,37.48,0.0137,0,0,5,2,0,sintetico
SINT0647,"Condimentos, Salsas, cremas",4.0,3.0,1.13,5.79,0.1633,0,0,2,4,0,sintetico
SINT0874,Limpieza,15.0,5.0,4.79,15.21,0.2395,1,0,0,4,0,sintetico
0490PE,Pescado,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0097AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0404,Vacuno,13.0,3.0,0.71,14.94,0.0454,0,0,7,3,0,sintetico
0569LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0407,Huevos,22.0,4.0,2.86,23.14,0.11,0,1,1,6,0,sintetico
SINT0209,Menestras,1.0,5.0,9.87,-3.87,1.645,0,0,5,1,1,sintetico
SINT0845,"Condimentos, Salsas, cremas",36.0,5.0,3.65,37.35,0.089,0,0,4,0,0,sintetico
SINT0242,"Mermelada, mantequilla",5.0,5.0,6.35,3.54,0.6417,0,0,5,2,1,sintetico
SINT0925,Aves,18.0,3.0,3.11,17.89,0.1481,0,1,5,3,0,sintetico
SINT0144,Menestras,0.0,7.0,14.52,-7.52,2.0743,0,1,3,4,1,sintetico
0209AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0396LA,Lacteos,0.0,192.0,18.0,174.0,0.09375,0,0,4,1,0,real
SINT0432,"Condimentos, Salsas, cremas",12.0,2.0,1.95,12.05,0.1393,0,1,5,5,0,sintetico
SINT0829,Infusion,49.0,6.0,3.56,51.44,0.0647,0,0,3,3,0,sintetico
0401LA,Lacteos,0.0,19.0,0.0,19.0,0.0,0,0,0,1,0,real
SINT0714,Instantaneo,35.0,5.0,2.66,37.34,0.0665,0,0,1,3,0,sintetico
SINT0378,Lacteos,0.0,0.0,0.2,-0.2,0.0,0,0,5,0,1,sintetico
SINT0834,Cereal,35.0,11.0,3.79,42.21,0.0824,0,0,2,1,0,sintetico
SINT0939,Vacuno,35.0,7.0,4.77,37.23,0.1136,1,0,1,2,0,sintetico
0648LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0269,Menestras,0.0,4.0,9.31,-5.31,2.3275,0,0,4,1,1,sintetico
0618LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0797,Menestras,32.0,0.0,0.1,31.9,0.0031,0,0,1,11,0,sintetico
SINT0924,Menestras,26.0,7.0,2.47,30.53,0.0748,0,0,4,3,0,sintetico
SINT0411,Limpieza,13.0,0.0,1.01,12.08,0.0772,0,0,1,4,0,sintetico
0100AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0559,Cerdo,21.0,4.0,0.72,24.28,0.0288,0,0,1,1,0,sintetico
0410LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0508AV,Aves,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0696,Harina,27.0,2.0,1.12,27.88,0.0386,0,0,3,5,0,sintetico
SINT0073,Lacteos,5.0,0.0,0.58,4.42,0.116,0,0,5,1,1,sintetico
SINT0082,"Condimentos, Salsas, cremas",0.0,3.0,4.13,-1.13,1.3767,0,0,4,3,1,sintetico
SINT0716,Instantaneo,28.0,3.0,1.24,29.76,0.04,1,0,1,2,0,sintetico
0203AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0137CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0140,"Gelatina, postres",0.0,0.0,1.15,-1.15,0.0,0,1,7,1,1,sintetico
0041ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0872,Harina,39.0,5.0,2.26,41.74,0.0514,0,0,3,3,0,sintetico
0233IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0004,Limpieza,0.0,0.0,0.51,-0.51,0.0,0,0,3,3,1,sintetico
0382IN,Infusion,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real
0291CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0422MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0395LA,Lacteos,318.0,154.0,62.0,410.0,0.13135593220338984,0,1,11,6,0,real
0598LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0098,Limpieza,0.0,6.0,8.62,-2.62,1.4367,0,0,4,2,1,sintetico
SINT0396,Snacks,0.0,5.0,7.85,-2.85,1.57,0,0,4,3,1,sintetico
SINT0338,Infusion,0.0,0.0,1.79,-1.79,0.0,0,0,3,3,1,sintetico
SINT0944,Menestras,20.0,6.0,2.98,23.02,0.1146,0,0,3,3,0,sintetico
0653LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0089,Infusion,0.0,8.0,8.98,-0.98,1.1225,0,0,6,2,1,sintetico
SINT0253,"Condimentos, Salsas, cremas",8.0,8.0,11.8,3.94,0.7499,0,0,5,3,1,sintetico
0526CE,Cerdo,4.0,2.0,4.0,2.0,0.6666666666666666,0,1,1,1,1,real
0066ME,Menestras,1.0,0.0,12.5,-11.5,12.5,0,1,9,0,1,real
0015ME,Menestras,19.0,0.0,0.0,19.0,0.0,0,1,0,0,0,real
SINT0177,"Condimentos, Salsas, cremas",5.0,7.0,7.73,3.93,0.6631,0,0,3,0,1,sintetico
SINT0923,Cerdo,13.0,0.0,0.74,12.26,0.0569,0,1,3,4,0,sintetico
0498AV,Aves,0.0,6.295,0.0,6.295,0.0,0,1,0,1,0,real
0383IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0190AZ,Azucar,390.0,14.0,16.0,388.0,0.039603960396039604,1,0,17,8,0,real
SINT0318,Limpieza,7.0,6.0,9.03,3.96,0.6952,0,0,9,3,1,sintetico
0219IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0985,Cereal,24.0,4.0,2.51,25.49,0.0896,0,0,3,2,0,sintetico
SINT0442,Infusion,20.0,7.0,2.84,24.16,0.1052,0,1,1,3,0,sintetico
SINT0078,"Condimentos, Salsas, cremas",0.0,3.0,9.02,-6.02,3.0067,0,1,6,4,1,sintetico
0340GE,"Gelatina, postres",5.0,0.0,0.0,5.0,0.0,0,0,0,0,0,real
SINT0328,Cereal,0.0,3.0,5.54,-2.54,1.8467,0,0,3,2,1,sintetico
0298CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0547,Aceite,29.0,0.0,1.35,27.65,0.0466,0,0,4,5,0,sintetico
SINT0287,Vacuno,0.0,0.0,0.45,-0.45,0.0,0,0,6,2,1,sintetico
SINT0698,Vacuno,15.0,7.0,2.37,19.63,0.1077,0,0,5,1,0,sintetico
0460SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0270,Lacteos,0.0,0.0,1.21,-1.21,0.0,0,1,6,2,1,sintetico
SINT0120,Lacteos,0.0,5.0,5.66,-0.66,1.132,0,0,4,1,1,sintetico
0272CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0228,Fideos,0.0,5.0,5.07,-0.07,1.014,0,0,6,2,1,sintetico
0204AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0164CR,Cereal,0.0,5.0,0.0,5.0,0.0,1,0,0,4,0,real
SINT0815,Instantaneo,6.0,5.0,1.2,9.8,0.1091,1,0,3,4,0,sintetico
SINT0570,Menestras,38.0,5.0,3.86,39.14,0.0898,0,0,6,6,0,sintetico
0405LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0527,Limpieza,14.0,0.0,1.19,12.81,0.085,0,0,6,5,0,sintetico
SINT0742,Azucar,41.0,7.0,3.69,44.31,0.0769,0,0,2,2,0,sintetico
SINT0585,Menestras,10.0,3.0,2.01,10.75,0.1575,0,0,0,3,0,sintetico
0571LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0906,"Condimentos, Salsas, cremas",42.0,4.0,2.6,43.4,0.0565,0,0,3,5,0,sintetico
SINT0172,Vacuno,0.0,5.0,11.73,-6.73,2.346,0,0,6,2,1,sintetico
SINT0552,Harina,8.0,0.0,1.47,6.54,0.1836,0,0,8,3,0,sintetico
SINT0932,Lacteos,15.0,0.0,0.51,14.49,0.034,0,1,2,3,0,sintetico
SINT0729,Limpieza,14.0,0.0,0.22,13.78,0.0157,0,0,3,3,0,sintetico
SINT0367,"Mermelada, mantequilla",0.0,0.0,0.8,-0.8,0.0,0,0,4,3,1,sintetico
0208AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0035ME,Menestras,22.0,0.0,5.0,17.0,0.22727272727272727,0,0,2,0,0,real
SINT0764,Limpieza,7.0,0.0,0.31,7.05,0.0421,0,1,1,2,0,sintetico
0514AV,Aves,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0317,Menestras,0.0,2.0,4.93,-2.93,2.465,0,1,5,1,1,sintetico
SINT0846,Lacteos,36.0,7.0,4.98,38.02,0.1158,0,0,3,2,0,sintetico
SINT0805,Menestras,23.0,0.0,0.18,22.82,0.0078,0,0,2,3,0,sintetico
SINT0659,Aceite,25.0,0.0,0.01,24.99,0.0004,0,0,1,5,0,sintetico
0093AC,Aceite,9.0,0.0,0.0,9.0,0.0,0,1,0,0,0,real
SINT0807,Menestras,47.0,9.0,4.63,51.37,0.0827,0,0,1,4,0,sintetico
SINT0907,Snacks,15.0,0.0,0.22,14.78,0.0147,0,0,3,3,0,sintetico
0570LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0746,Infusion,40.0,6.0,1.74,44.26,0.0378,0,1,4,7,0,sintetico
SINT0088,Fideos,0.0,0.0,0.3,-0.3,0.0,0,0,4,5,1,sintetico
0244HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0014ME,Menestras,17.0,0.0,0.0,17.0,0.0,0,0,0,0,0,real
0318CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
0606LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0391IN,Infusion,5.0,0.0,0.0,5.0,0.0,0,0,0,0,0,real
SINT0984,Instantaneo,43.0,4.0,1.71,45.29,0.0364,0,0,2,5,0,sintetico
0169CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0767,Limpieza,12.0,0.0,0.3,11.83,0.0247,1,0,2,5,0,sintetico
0021ME,Menestras,0.0,2.0,0.0,2.0,0.0,1,0,0,1,1,real
0652LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0794,Aves,45.0,0.0,0.03,44.97,0.0007,0,1,2,5,0,sintetico
SINT0988,Aves,5.0,6.0,1.73,9.27,0.1573,0,0,2,1,0,sintetico
SINT0047,Vacuno,3.0,6.0,12.34,-3.34,1.3711,0,0,1,1,1,sintetico
SINT0977,Conserva,19.0,0.0,1.83,17.17,0.0963,0,0,1,6,0,sintetico
SINT0038,Azucar,8.0,5.0,9.28,3.29,0.738,0,0,3,3,1,sintetico
SINT0771,Limpieza,20.0,4.0,3.04,20.96,0.1267,0,0,3,3,0,sintetico
0568LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0475,Snacks,9.0,0.0,0.13,8.92,0.0144,0,1,1,2,0,sintetico
SINT0513,Fideos,10.0,0.0,0.77,9.23,0.077,0,0,3,4,0,sintetico
SINT0081,Harina,0.0,8.0,19.52,-11.52,2.44,0,1,5,3,1,sintetico
0192AZ,Azucar,122.0,31.0,13.0,140.0,0.08496732026143791,1,0,13,13,0,real
SINT0935,Cereal,17.0,5.0,1.36,20.64,0.0618,0,0,1,4,0,sintetico
SINT0549,Fideos,19.0,9.0,6.87,21.13,0.2454,0,0,4,4,0,sintetico
SINT0240,Frutos secos,0.0,4.0,8.0,-4.0,2.0,0,0,6,3,1,sintetico
0516AV,Aves,0.0,11.955,0.0,11.955,0.0,1,1,0,6,0,real
SINT0531,Cereal,44.0,6.0,1.01,48.99,0.0202,0,0,1,4,0,sintetico
0479HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0555,Menestras,27.0,7.0,3.7,30.3,0.1088,0,0,4,4,0,sintetico
SINT0259,Limpieza,4.0,4.0,5.67,2.33,0.7088,0,0,4,1,1,sintetico
SINT0070,Instantaneo,0.0,0.0,0.86,-0.86,0.0,0,0,7,2,1,sintetico
0255HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0022ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0162,Harina,0.0,3.0,4.77,-1.77,1.59,0,1,4,2,1,sintetico
0464SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0960,Menestras,45.0,5.0,1.17,48.83,0.0234,0,0,3,3,0,sintetico
0279CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0196,Aves,0.0,4.0,9.35,-5.35,2.3375,0,0,4,1,1,sintetico
SINT0153,Infusion,13.0,8.0,17.27,3.73,0.8224,0,0,4,1,1,sintetico
0389IN,Infusion,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,real
SINT0583,"Condimentos, Salsas, cremas",30.0,4.0,1.26,32.74,0.0371,0,0,4,4,0,sintetico
SINT0441,Conserva,0.0,7.0,1.78,5.22,0.2543,0,1,2,2,0,sintetico
SINT0642,Infusion,8.0,3.0,1.59,9.41,0.1445,0,1,4,3,0,sintetico
0346FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0382,Harina,0.0,8.0,11.97,-3.97,1.4962,0,0,7,1,1,sintetico
SINT0503,Limpieza,18.0,6.0,2.08,21.92,0.0867,0,0,5,5,0,sintetico
0133CO,Conserva,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,real
SINT0656,Aceite,50.0,6.0,4.43,51.57,0.0791,0,0,4,4,0,sintetico
SINT0545,Azucar,29.0,0.0,0.18,28.82,0.0062,0,1,4,4,0,sintetico
SINT0853,Infusion,13.0,2.0,1.02,13.87,0.0685,0,0,2,2,0,sintetico
0089ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0795,Vacuno,43.0,8.0,5.06,45.94,0.0992,0,0,3,4,0,sintetico
0333GE,"Gelatina, postres",5.0,0.0,0.0,5.0,0.0,0,1,0,0,0,real
SINT0349,Harina,0.0,0.0,1.81,-1.81,0.0,0,0,3,0,1,sintetico
0471SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0124CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0058,Limpieza,6.0,6.0,15.75,-3.75,1.3125,1,0,5,1,1,sintetico
SINT0028,Conserva,0.0,5.0,9.69,-4.69,1.938,0,0,5,3,1,sintetico
SINT0682,"Condimentos, Salsas, cremas",20.0,0.0,0.43,19.57,0.0215,0,1,1,5,0,sintetico
SINT0873,Vacuno,20.0,2.0,2.57,19.43,0.1168,1,0,3,3,0,sintetico
SINT0685,Menestras,35.0,0.0,0.56,34.44,0.016,0,0,1,5,0,sintetico
SINT0670,Harina,29.0,7.0,4.51,31.49,0.1253,0,0,4,3,0,sintetico
SINT0627,Vacuno,28.0,0.0,1.5,26.5,0.0536,1,0,2,6,0,sintetico
SINT0176,Aves,0.0,0.0,0.19,-0.19,0.0,1,1,7,3,1,sintetico
