codigo_articulo,categoria,existencias_iniciales,total_entradas,total_salidas,existencias_actuales,tasa_rotacion,tiene_precio,tiene_proveedor,frecuencia_salidas,frecuencia_entradas,necesita_reposicion,origen,nombre_producto,presentacion,unidad_medida,categoria_general,es_producto
0161CR,Cereal,8.0,1.0,0.0,9.0,0.0,1,0,0,1,0,real,Arroz 10 kg,10 kg,kg,Cereales y farináceos,True
SINT0621,Infusion,10.0,5.0,3.43,11.57,0.2287,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0522CE,Cerdo,21.0,2.985,8.0,15.985,0.3335417969564311,0,1,1,3,0,real,Bondiola,,kg,Cárnicos y pescados,True
SINT0983,"Condimentos, Salsas, cremas",42.0,7.0,2.97,46.03,0.0606,0,0,7,6,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0603LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Limpiador Multiusos Antibacteria 2 lt,2 lt,unidad,Limpieza e higiene,True
0198AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Miel 300 gr,300 gr,kg,Abarrotes,True
SINT0957,Limpieza,21.0,5.0,5.27,20.73,0.2027,1,0,2,5,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0147,Infusion,0.0,0.0,0.61,-0.61,0.0,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0414LA,Lacteos,0.0,120.0,0.0,120.0,0.0,1,0,0,3,0,real,Yogurt 120g bebible,120 gr,lata,Lácteos,True
0098AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Aceite de Oliva Virgen200 ml,,litro,Abarrotes,True
SINT0974,Harina,42.0,5.0,3.43,43.57,0.073,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0905,Snacks,32.0,1.0,1.18,31.82,0.0358,0,0,5,3,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0159CR,Cereal,10.0,44.0,38.0,16.0,0.7037037037037037,1,0,12,21,0,real,Arroz 1 kg,1 kg,kg,Cereales y farináceos,True
0423MR,"Mermelada, mantequilla",0.0,48.0,0.0,48.0,0.0,0,0,0,1,0,real,Mantequilla 180 gr,180 gr,unidad,Abarrotes,True
SINT0271,Lacteos,0.0,3.0,7.99,-4.99,2.6633,0,0,8,1,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0482HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Avícolas,False
SINT0618,Conserva,8.0,0.0,2.34,5.66,0.2925,0,0,2,5,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0130,Cereal,5.0,0.0,1.04,3.49,0.2298,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0161,Harina,0.0,2.0,5.12,-3.12,2.56,0,0,1,2,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0710,Vacuno,21.0,5.0,4.55,21.45,0.175,0,0,5,5,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0451SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Galletas vainilla,,paquete,Snacks y dulces,True
SINT0998,Aceite,7.0,4.0,1.88,8.84,0.1754,0,1,3,3,0,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
0181CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Hojuela de Maiz 950 gr,950 gr,kg,Cereales y farináceos,True
0394IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0584LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Suavizante de ropa 5 L,5 lt,unidad,Limpieza e higiene,True
SINT0769,Limpieza,46.0,8.0,3.15,50.85,0.0583,0,1,1,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0751,Cereal,43.0,0.0,1.62,41.38,0.0377,1,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0886,Menestras,7.0,4.0,2.74,8.26,0.2491,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0938,Limpieza,13.0,0.0,0.32,12.68,0.0246,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0753,Limpieza,11.0,8.0,3.43,15.57,0.1805,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0139,Cerdo,4.0,0.0,0.69,3.31,0.1724,0,0,7,2,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0708,Menestras,15.0,0.0,0.66,14.63,0.0432,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0145CR,Cereal,117.0,0.0,0.0,117.0,0.0,0,0,0,0,0,real,Avena 150 gr,150 gr,kg,Cereales y farináceos,True
SINT0154,Cerdo,0.0,7.0,8.07,-1.07,1.1529,1,0,8,0,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0422,Limpieza,30.0,5.0,1.88,33.12,0.0537,0,1,4,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0079,Limpieza,0.0,0.0,1.07,-1.07,0.0,0,0,8,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0642LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Bolsa basura 30 LT,30 lt,unidad,Limpieza e higiene,True
SINT0849,Harina,6.0,3.0,3.22,5.36,0.3754,0,1,6,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0621LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lavavajilla 500 ml repuesto,500 ml,unidad,Limpieza e higiene,True
0297CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,AJI PANCA SECO,,unidad,Abarrotes,True
0676EM,Otros,0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,real,Salchichon saborizado,,unidad,Otros,True
SINT0105,Menestras,0.0,0.0,0.41,-0.41,0.0,1,0,7,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0090AC,Aceite,97.0,5.0,46.0,56.0,0.4509803921568627,1,1,45,3,0,real,Aceite Vegetal 900 ml,900 ml,litro,Abarrotes,True
0043ME,Menestras,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,real,Maiz Cancha 500 gr,500 gr,kg,Menestras,True
SINT0840,Fideos,8.0,5.0,5.11,8.03,0.3889,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0134CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,ESPARRAGOS EN CONSERVA,,lata,Conservas,True
SINT0299,Limpieza,0.0,0.0,0.26,-0.26,0.0,0,0,5,5,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0499,Menestras,46.0,12.0,5.73,52.27,0.0988,0,1,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0801,Menestras,10.0,3.0,2.69,10.31,0.2069,0,1,0,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0976,Vacuno,11.0,3.0,1.27,12.73,0.0907,0,0,3,2,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0934,Lacteos,19.0,6.0,4.41,20.59,0.1764,1,0,5,6,0,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0167CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cereal 700 gr caja,700 gr,kg,Cereales y farináceos,True
0293CN,"Condimentos, Salsas, cremas",100.0,0.0,1.0,99.0,0.01,0,0,1,0,0,real,Salsa de tomate 145 gr,145 gr,unidad,Abarrotes,True
SINT0034,"Gelatina, postres",0.0,0.0,1.2,-1.2,0.0,1,0,3,1,1,sintetico,Registro técnico (sin descripción),,unidad,Snacks y dulces,False
SINT0745,Limpieza,45.0,4.0,0.92,48.08,0.0188,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0352FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Fideos chinos 500 gr,500 gr,kg,Cereales y farináceos,True
0577LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Detergente líquido 20 L,20 lt,unidad,Limpieza e higiene,True
SINT0565,Harina,13.0,7.0,2.18,17.82,0.109,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0996,Harina,12.0,0.0,0.49,11.51,0.0408,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0709,Menestras,43.0,10.0,6.73,46.27,0.127,0,0,6,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0908,Limpieza,6.0,4.0,1.99,8.01,0.199,0,1,2,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0061,Menestras,2.0,8.0,9.58,0.42,0.958,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0257,Aves,0.0,10.0,16.95,-6.95,1.695,0,1,3,1,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0463SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0379IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Muña 25 und,25 und,caja,Bebidas e infusiones,True
0336GE,"Gelatina, postres",0.0,6.0,0.0,6.0,0.0,0,0,0,1,0,real,GELATINA DIETETICA,,unidad,Snacks y dulces,True
SINT0380,Limpieza,0.0,4.0,5.36,-1.36,1.34,0,0,2,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0803,Limpieza,12.0,0.0,1.09,10.91,0.0908,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0236,Menestras,0.0,0.0,0.24,-0.24,0.0,1,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0029,Limpieza,0.0,2.0,4.42,-2.42,2.21,1,0,7,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0044,Menestras,0.0,0.0,0.23,-0.23,0.0,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0838,Limpieza,17.0,4.0,3.04,17.96,0.1448,0,0,0,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0371,Limpieza,9.0,2.0,6.28,4.72,0.5709,0,1,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0331CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0077,Limpieza,0.0,0.0,0.86,-0.86,0.0,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0321CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,+,,unidad,Abarrotes,True
SINT0115,Fideos,5.0,2.0,3.78,3.22,0.54,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0412,Menestras,13.0,5.0,4.29,13.71,0.2383,0,0,0,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0258,Conserva,12.0,6.0,14.86,3.49,0.8098,0,0,7,4,1,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0170CR,Cereal,15.0,0.0,0.0,15.0,0.0,0,0,0,0,0,real,Granola 200 gr bolsa,200 gr,kg,Cereales y farináceos,True
0013ME,Menestras,4.0,2.0,0.0,6.0,0.0,1,1,0,2,0,real,Frejol Canario 500 gr,500 gr,kg,Menestras,True
0174CR,Cereal,6.0,0.0,0.0,6.0,0.0,0,0,0,0,0,real,Salvado de trigo con harina linaza 750 gr,750 gr,kg,Cereales y farináceos,True
0655LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Servilletas dobldas en 4 x 100,,unidad,Limpieza e higiene,True
0263CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mayonesa ligth 850 gr,850 gr,unidad,Abarrotes,True
SINT0080,Snacks,5.0,0.0,0.73,4.27,0.146,0,0,6,2,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0395,Frutos secos,5.0,3.0,4.06,3.94,0.5075,0,0,3,5,1,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0679EM,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
0261HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0401,Snacks,16.0,0.0,1.37,14.63,0.0856,0,1,1,2,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0141CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Comida para perro,,lata,Conservas,True
0555VA,Vacuno,6.0,0.0,0.0,6.0,0.0,0,1,0,0,0,real,Churrasco,,kg,Cárnicos y pescados,True
SINT0679,Menestras,8.0,5.0,1.85,11.15,0.1423,0,1,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0657,Cereal,46.0,0.0,1.81,44.19,0.0393,1,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0403,Harina,28.0,0.0,1.04,26.96,0.0371,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0705,Vacuno,33.0,8.0,2.43,38.57,0.0593,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0564LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Detergente en polvo 4 Kg,4 kg,unidad,Limpieza e higiene,True
0142CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Aceituna,,lata,Conservas,True
SINT0435,"Condimentos, Salsas, cremas",21.0,2.0,1.21,21.79,0.0526,0,0,3,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0537VA,Vacuno,30.0,0.67,0.0,30.67,0.0,0,1,0,1,0,real,Carne Molida especial,,kg,Cárnicos y pescados,True
0227IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cremas de Sopa Instantanea,,unidad,Bebidas e infusiones,True
SINT0597,Harina,40.0,0.0,0.46,39.54,0.0115,0,0,6,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0413LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche para < 60,,lata,Lácteos,True
0328CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0506,"Mermelada, mantequilla",8.0,0.0,0.65,7.15,0.0833,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0301CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,PIMIENTA MOLIDA NEGRA,,unidad,Abarrotes,True
SINT0012,Lacteos,0.0,3.0,6.85,-3.85,2.2833,0,1,5,3,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
SINT0192,"Mermelada, mantequilla",0.0,0.0,1.66,-1.66,0.0,0,0,4,4,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0462,"Condimentos, Salsas, cremas",11.0,5.0,2.3,13.54,0.1452,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0962,Instantaneo,5.0,10.0,6.8,8.2,0.4533,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0198,Fideos,5.0,0.0,1.37,3.64,0.2733,0,1,9,0,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0196AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Endulzante en polvo 200 und,200 und,kg,Abarrotes,True
0444FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mani entero,,kg,Snacks y dulces,True
0579LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Suavizante de ropa 800 ml,800 ml,unidad,Limpieza e higiene,True
0509AV,Aves,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pavo 13 kg,13 kg,kg,Avícolas,True
0611LI,Limpieza,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,real,Desengrasante líquido 500 ml,500 ml,unidad,Limpieza e higiene,True
SINT0250,"Condimentos, Salsas, cremas",0.0,8.0,16.53,-8.53,2.0662,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0733,Cereal,38.0,3.0,1.53,39.47,0.0373,0,0,3,5,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0004ME,Menestras,7.0,0.0,0.0,7.0,0.0,1,1,0,0,0,real,Arverja partida 5 kl gr,5 kg,kg,Menestras,True
SINT0789,"Condimentos, Salsas, cremas",8.0,0.0,0.28,7.75,0.0348,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0472SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0324CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Salsa Ostion,,unidad,Abarrotes,True
0006ME,Menestras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,real,Frejol Bayo 500 gr,500 gr,kg,Menestras,True
0225IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cereal Inst 7 semillas 400 gr,400 gr,unidad,Bebidas e infusiones,True
0553VA,Vacuno,0.0,0.0,8.0,-8.0,0.0,0,1,1,0,1,real,Hamburguesas Speciales,,kg,Cárnicos y pescados,True
SINT0341,Infusion,0.0,2.0,6.72,-4.72,3.36,0,1,3,3,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0040ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lenteja BB 1 kl,1 kg,kg,Menestras,True
0548VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Fibe angosto,,kg,Cárnicos y pescados,True
0245HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Harina de maca 200 gr,200 gr,kg,Cereales y farináceos,True
0139CO,Conserva,3.0,0.0,0.0,3.0,0.0,0,1,0,0,1,real,Frejol con tocino 454 gr,454 gr,lata,Conservas,True
SINT0928,Infusion,19.0,11.0,4.51,25.49,0.1503,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0965,Snacks,14.0,7.0,5.16,15.84,0.2457,0,0,4,1,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0692,Limpieza,6.0,7.0,4.35,8.63,0.3351,0,1,3,7,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0449,Limpieza,40.0,4.0,1.09,42.91,0.0248,0,0,3,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0697,"Condimentos, Salsas, cremas",15.0,0.0,1.69,13.31,0.1127,0,0,4,1,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0538,Vacuno,48.0,0.0,0.47,47.53,0.0098,0,1,4,3,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0465,Vacuno,23.0,4.0,0.81,26.19,0.03,0,0,5,3,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0502,"Mermelada, mantequilla",45.0,3.0,3.1,44.9,0.0646,0,0,0,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0587LI,Limpieza,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,real,Lejía líquida 2 lt,2 lt,unidad,Limpieza e higiene,True
SINT0556,Menestras,9.0,9.0,7.58,10.42,0.4211,0,1,2,1,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0385,Lacteos,0.0,0.0,2.05,-2.05,0.0,0,0,3,2,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0668LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
SINT0778,Limpieza,7.0,5.0,3.73,8.13,0.3145,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0520,"Mermelada, mantequilla",14.0,2.0,2.49,13.32,0.1575,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0380IN,Infusion,8.0,0.0,0.0,8.0,0.0,0,0,0,0,0,real,Muña 100 und,100 und,caja,Bebidas e infusiones,True
SINT0046,"Condimentos, Salsas, cremas",0.0,6.0,7.64,-1.64,1.2733,0,1,4,1,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0317CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,ESTRAGON SECO,,unidad,Abarrotes,True
0446FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pistachos,,kg,Snacks y dulces,True
SINT0430,Vacuno,39.0,2.0,2.67,38.33,0.0651,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0322CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,CREMA DE ESPARRAGOS,,unidad,Abarrotes,True
SINT0711,"Condimentos, Salsas, cremas",11.0,6.0,4.23,12.77,0.2488,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0266,Aves,0.0,7.0,14.29,-7.29,2.0414,0,0,2,4,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0050,Cerdo,7.0,6.0,11.48,1.52,0.8831,0,0,6,2,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0790,Cerdo,16.0,0.0,0.92,15.08,0.0575,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0428MR,"Mermelada, mantequilla",3.0,0.0,0.0,3.0,0.0,0,0,0,0,1,real,Mantequilla de almendras 200 gr,200 gr,unidad,Abarrotes,True
0559VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0600LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Blanqueador en polvo chico,,unidad,Limpieza e higiene,True
SINT0313,"Gelatina, postres",4.0,0.0,0.15,3.83,0.0377,1,0,6,1,1,sintetico,Registro técnico (sin descripción),,unidad,Snacks y dulces,False
0372IN,Infusion,7.0,0.0,0.0,7.0,0.0,0,0,0,0,0,real,Hierba Luisa 100 und,100 und,caja,Bebidas e infusiones,True
SINT0083,Limpieza,0.0,0.0,0.57,-0.57,0.0,0,0,2,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0511,Cerdo,38.0,16.0,10.87,43.13,0.2013,0,1,2,6,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0945,"Condimentos, Salsas, cremas",46.0,4.0,1.72,48.28,0.0344,0,1,5,6,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0436,Aceite,10.0,5.0,3.88,11.12,0.2587,0,0,6,6,0,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
0230IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0179,Limpieza,0.0,4.0,9.9,-5.9,2.475,0,1,5,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0000,"Condimentos, Salsas, cremas",1.0,0.0,1.87,-0.87,1.87,1,1,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0718,Lacteos,10.0,0.0,1.4,9.07,0.1338,0,0,0,5,0,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
SINT0278,Aves,10.0,5.0,10.22,4.78,0.6813,1,1,5,2,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0068ME,Menestras,7.0,0.0,0.0,7.0,0.0,0,1,0,0,0,real,Quinua 10 kg,10 kg,kg,Menestras,True
0397LA,Lacteos,0.0,2.0,0.0,2.0,0.0,0,0,0,2,1,real,Leche descramada 390 lata,lata,lata,Lácteos,True
0585LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lejía líquida 500 ml,500 ml,unidad,Limpieza e higiene,True
0025ME,Menestras,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real,Frejol Panamito 1 kg,1 kg,kg,Menestras,True
0214IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cafe Instantaneo Liofilizado 180 gr,180 gr,unidad,Bebidas e infusiones,True
SINT0712,Snacks,11.0,0.0,0.66,10.34,0.06,0,1,4,5,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0594,Limpieza,26.0,0.0,0.43,25.57,0.0165,0,1,3,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0542VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Mondongo 500 gr,500 gr,kg,Cárnicos y pescados,True
SINT0065,Vacuno,0.0,5.0,10.41,-5.41,2.082,0,1,3,0,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0025,Instantaneo,8.0,4.0,8.81,3.5,0.7156,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0087ME,Menestras,2.0,0.0,0.0,2.0,0.0,0,1,0,0,1,real,Pop corn 10 kg,10 kg,kg,Menestras,True
SINT0397,Cereal,0.0,3.0,6.6,-3.6,2.2,0,1,3,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0275CN,"Condimentos, Salsas, cremas",0.0,0.0,5.35,-5.35,0.0,0,0,3,0,1,real,Canela molida,,unidad,Abarrotes,True
SINT0156,Azucar,0.0,4.0,10.65,-6.65,2.6625,0,0,7,1,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0541,Limpieza,10.0,2.0,1.92,10.08,0.16,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0215,Menestras,0.0,5.0,13.43,-8.43,2.686,0,1,6,0,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0848,Conserva,38.0,5.0,2.47,40.53,0.0574,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
